City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
459,Bartica,GY,6.4,-58.6167,80.92,100,100,3.04,overcast clouds
460,Kanigoro,ID,-8.13,112.219,74.82,93,87,1.92,overcast clouds
461,Port Blair,IN,11.6667,92.75,79.79,74,61,12.73,broken clouds
462,Puerto Madryn,AR,-42.7692,-65.0385,71.65,27,36,38.23,scattered clouds
463,Havelock,US,34.8791,-76.9013,58.05,54,20,5.99,few clouds
464,Lagos,NG,6.5833,3.75,84.52,82,16,5.01,few clouds
465,Plettenberg Bay,ZA,-34.0527,23.3716,65.73,88,94,5.03,overcast clouds
466,Faya,SA,18.3851,42.4509,53.71,42,0,4.74,clear sky
467,Nuuk,GL,64.1835,-51.7216,20.01,86,20,20.71,light shower snow
468,Salisbury,GB,51.0693,-1.7957,55.09,84,90,9.22,overcast clouds
469,Nabire,ID,-3.3667,135.4833,76.46,90,100,4.18,overcast clouds
470,Changji,CN,44.0167,87.3167,7.59,78,0,4.47,clear sky
471,Gazojak,TM,41.1875,61.4036,41.38,55,100,11.27,overcast clouds
472,Kendari,ID,-3.945,122.4989,75.45,96,100,3.74,overcast clouds
473,Montevideo,UY,-34.8335,-56.1674,75.22,76,75,5.99,broken clouds
474,Verkh-Usugli,RU,52.7,115.1667,-2.61,99,97,2.28,overcast clouds
475,Umea,SE,63.8284,20.2597,33.91,100,75,6.91,broken clouds
476,Ios,GR,36.7333,25.2833,60.04,63,81,1.99,broken clouds
477,Bati,ET,11.1833,40.0167,59.38,76,30,5.68,scattered clouds
478,Laguna,US,38.421,-121.4238,54.21,81,90,3.0,haze
479,Brokopondo,SR,4.75,-55.1667,76.5,92,100,9.22,overcast clouds
480,Vao,NC,-22.6667,167.4833,77.38,90,100,17.18,overcast clouds
481,Concepcion Del Oro,MX,24.6333,-101.4167,63.01,40,8,8.25,clear sky
482,Pisco,PE,-13.7,-76.2167,73.45,68,40,13.8,scattered clouds
483,Omsukchan,RU,62.5333,155.8,-4.92,99,100,5.39,light snow
484,Kenai,US,60.5544,-151.2583,6.85,64,1,17.27,haze
485,Vostok,RU,46.4856,135.8833,2.66,96,100,8.57,light snow
486,Krasnovishersk,RU,60.4078,57.082,0.79,98,100,3.13,overcast clouds
487,Sao Joao Da Barra,BR,-21.6403,-41.0511,82.49,86,81,19.51,broken clouds
488,Sherlovaya Gora,RU,50.5667,116.25,4.46,88,100,3.27,overcast clouds
489,Antalya,TR,36.7741,30.7178,65.01,83,40,3.44,scattered clouds
490,Netanya,IL,32.3329,34.8599,71.24,44,99,5.12,overcast clouds
491,Raipur,IN,21.2333,81.6333,61.72,49,3,3.22,clear sky
492,Charters Towers,AU,-20.1,146.2667,74.53,80,85,9.1,overcast clouds
493,Kon Tum,VN,14.35,108.0,58.51,92,78,3.33,broken clouds
494,Ribeira Grande,PT,38.5167,-28.7,57.6,54,40,9.22,scattered clouds
495,Quelimane,MZ,-17.8786,36.8883,84.15,70,0,23.02,clear sky
496,Opuwo,NA,-18.0607,13.84,78.28,42,25,1.5,scattered clouds
497,Maua,BR,-23.6678,-46.4614,81.36,57,98,8.5,light rain
498,Gazli,UZ,40.1333,63.45,44.83,86,100,4.52,light rain
499,Aljezur,PT,37.3191,-8.8033,60.4,58,0,7.4,clear sky
500,Bama,NG,11.5221,13.6856,74.44,25,14,7.9,few clouds
501,Acari,PE,-15.4311,-74.6158,73.72,77,87,8.52,overcast clouds
502,Lompoc,US,34.6391,-120.4579,65.01,57,1,0.0,clear sky
503,Caravelas,BR,-17.7125,-39.2481,79.9,76,47,8.88,scattered clouds
504,Cotonou,BJ,6.3654,2.4183,85.98,79,20,11.5,few clouds
505,Sabya,SA,17.1495,42.6254,78.42,63,0,4.03,clear sky
506,Ponta Delgada,PT,37.7333,-25.6667,57.92,72,20,11.5,few clouds
507,Pokhara,NP,28.2333,83.9833,52.68,44,3,4.81,clear sky
508,Pevek,RU,69.7008,170.3133,-33.54,97,16,0.4,few clouds
509,Bernay,FR,49.1667,0.6667,51.69,91,93,3.0,overcast clouds
510,Zhanaozen,KZ,43.3,52.8,25.14,57,0,8.81,clear sky
511,Emmett,US,43.8735,-116.4993,56.44,50,88,8.01,overcast clouds
512,Yekaterinoslavka,RU,50.3734,129.1139,-14.6,97,9,6.33,clear sky
513,Kutum,SD,14.2,24.6667,69.24,24,47,8.59,scattered clouds
514,Mariinsk,RU,56.2139,87.7472,-3.86,98,93,5.12,overcast clouds
515,Saint-Georges,GD,12.0564,-61.7485,80.28,89,75,11.5,broken clouds
516,Ganzhou,CN,28.8184,115.4327,47.28,87,59,4.81,broken clouds
517,Pizarro,CO,4.9533,-77.366,74.46,93,100,7.27,moderate rain
518,Cedral,MX,23.8,-100.7333,66.99,43,35,11.43,scattered clouds
519,Santiago,CL,-33.4569,-70.6483,79.18,39,20,8.05,few clouds
520,Kasempa,ZM,-13.4584,25.8338,71.69,48,82,5.37,broken clouds
521,Martapura,ID,-3.4167,114.85,77.09,100,90,4.61,overcast clouds
522,College,US,64.8569,-147.8028,-9.8,69,75,3.44,light snow
523,Kedrovyy,RU,56.1667,91.8167,7.21,96,100,6.91,overcast clouds
524,Mporokoso,ZM,-9.3727,30.125,68.65,67,100,4.72,overcast clouds
525,Katsuura,JP,35.1333,140.3,53.71,62,54,4.63,broken clouds
526,Tecoanapa,MX,16.5167,-98.75,84.13,63,7,9.01,clear sky
527,Joao Pinheiro,BR,-17.7425,-46.1725,83.75,55,70,3.89,light rain
528,Rio Esteban,HN,15.8333,-86.3,86.27,60,0,10.83,clear sky
529,Helong,CN,42.5397,128.9972,8.46,68,1,7.65,clear sky
530,Ndele,CF,8.4109,20.6473,79.7,26,4,4.52,clear sky
531,Marystown,CA,47.1666,-55.1483,50.86,100,100,7.0,overcast clouds
532,Balaipungut,ID,1.05,101.2833,73.53,99,100,3.78,overcast clouds
533,Progreso,MX,21.2833,-89.6667,90.1,67,50,15.03,scattered clouds
534,Baculin,PH,7.4525,126.5842,77.99,86,100,7.43,overcast clouds
535,Maldonado,UY,-34.6667,-54.9167,85.39,49,43,15.05,scattered clouds
536,Tokoroa,NZ,-38.2333,175.8667,63.59,66,100,3.0,overcast clouds
537,Ixtapa,MX,20.7,-105.2,83.43,54,1,8.05,clear sky
538,Necochea,AR,-38.5473,-58.7368,73.04,49,100,16.35,overcast clouds
539,Novyy Oskol,RU,50.7631,37.8691,30.25,65,100,13.4,overcast clouds
540,Milyutinskaya,RU,48.6279,41.6679,25.9,58,100,16.15,overcast clouds
541,Rong Kwang,TH,18.339,100.3174,64.71,72,1,2.46,clear sky
542,Puerto Leguizamo,CO,-0.1934,-74.7819,92.97,36,61,6.96,broken clouds
543,Inuvik,CA,68.3499,-133.7218,-1.19,78,90,11.5,light snow
544,Stonewall,CA,50.1344,-97.3268,36.95,93,99,1.74,overcast clouds
545,Paracatu,BR,-17.2222,-46.8747,73.89,89,100,5.26,moderate rain
546,Richards Bay,ZA,-28.783,32.0377,74.1,74,100,12.03,overcast clouds
547,Bensonville,LR,6.4461,-10.6125,78.84,85,17,4.32,few clouds
548,Sa Kaeo,TH,13.75,102.3333,69.66,75,26,7.0,scattered clouds
549,Orlik,RU,52.5178,99.825,-2.4,85,90,3.31,overcast clouds
550,Perth,AU,-31.9333,115.8333,60.1,62,0,8.05,clear sky
551,Yakeshi,CN,49.2833,120.7333,6.24,80,100,8.08,overcast clouds
552,Kushmurun,KZ,52.4503,64.6311,2.64,96,16,3.0,few clouds
553,Panjab,AF,34.388,67.0233,24.46,31,0,0.85,clear sky
554,Katherine,AU,-14.4667,132.2667,80.92,69,71,5.75,broken clouds
555,Nisia Floresta,BR,-6.0911,-35.2086,86.81,68,3,11.99,clear sky
556,Saint-Joseph,RE,-21.3667,55.6167,77.38,76,79,14.38,broken clouds
557,Price,US,39.5994,-110.8107,40.71,46,1,3.44,clear sky
558,Montepuez,MZ,-13.1256,38.9997,72.57,79,64,7.45,broken clouds
559,Maykor,RU,59.0059,55.88,9.0,90,100,4.81,overcast clouds
560,Urayasu,JP,35.6706,139.8886,55.02,51,20,1.99,few clouds
561,Lang Suan,TH,9.9456,99.0785,73.17,86,6,4.07,clear sky
562,Vallenar,CL,-28.5708,-70.7581,80.74,23,0,14.63,clear sky
563,San Carlos De Bariloche,AR,-41.1456,-71.3082,49.75,53,75,29.93,broken clouds
564,Jalu,LY,29.0331,21.5482,57.42,41,5,8.41,clear sky
565,Chontalpa,MX,17.7,-93.5167,81.64,69,3,10.71,clear sky
566,Luanda,AO,-8.8368,13.2343,82.4,78,40,4.61,scattered clouds
567,Karpathos,GR,35.507,27.2132,62.56,72,1,10.36,clear sky
568,Oga,IT,46.4631,10.347,23.54,86,66,5.55,broken clouds
569,Polson,US,47.6936,-114.1632,38.43,67,100,1.99,overcast clouds
570,Road Town,VG,18.4167,-64.6167,82.49,78,40,8.05,scattered clouds
571,Pushkino,RU,56.0172,37.8667,26.98,96,100,7.92,overcast clouds
572,Walvis Bay,NA,-22.9575,14.5053,63.55,82,0,9.22,clear sky
573,Nishihara,JP,26.1842,127.7558,67.68,82,75,14.97,mist
574,Bafra,TR,41.5678,35.9069,58.82,50,0,8.3,clear sky
575,Upington,ZA,-28.4478,21.2561,73.78,64,0,2.3,clear sky
576,San Joaquin,US,37.9333,-121.3011,57.33,83,90,13.8,mist
577,Urubicha,BO,-15.3833,-62.95,80.26,86,100,5.84,moderate rain
578,Mandan,US,46.8267,-100.8896,44.58,56,1,1.99,clear sky
579,Deori,IN,21.45,82.6167,60.3,58,1,2.48,clear sky
580,Riosucio,CO,5.4216,-75.7032,64.83,91,100,1.41,light rain
581,Abu Kamal,SY,34.4506,40.9171,57.02,45,100,2.3,overcast clouds
582,Tezu,IN,27.9167,96.1667,59.72,55,64,3.62,broken clouds
583,Qena,EG,26.1615,32.7183,73.51,57,93,2.33,overcast clouds
584,Buala,SB,-8.145,159.5921,81.57,83,100,6.8,overcast clouds
585,Manthani,IN,18.65,79.6667,65.79,57,74,5.55,broken clouds
586,Skibbereen,IE,51.55,-9.2667,51.6,85,74,23.89,broken clouds
587,Kungurtug,RU,50.5994,97.5228,-6.0,94,55,1.74,broken clouds
588,Mariel,CU,22.9875,-82.7536,84.34,74,91,16.06,light rain
589,Ojinaga,MX,29.5667,-104.4167,70.57,29,1,3.44,clear sky
590,Koygorodok,RU,60.445,50.9968,6.13,90,98,5.57,overcast clouds
591,Libertador General San Martin,AR,-23.8064,-64.7876,101.97,30,0,7.23,clear sky
592,Kearney,US,40.6995,-99.0815,49.24,21,21,15.17,few clouds
593,Virginia Beach,US,36.8529,-75.978,52.02,40,1,3.0,clear sky
594,Belyy Yar,RU,53.6039,91.3903,21.09,74,0,8.95,clear sky
595,Chokwe,MZ,-24.5333,32.9833,88.02,46,100,12.59,overcast clouds
596,Oktyabrskoye,RU,43.0645,44.7417,28.54,100,27,8.95,mist
597,Damghan,IR,36.1683,54.348,40.86,58,0,5.17,clear sky
598,Mount Gambier,AU,-37.8333,140.7667,62.51,45,9,9.22,clear sky
599,Yenagoa,NG,4.9247,6.2642,81.88,78,61,5.86,broken clouds
600,Watford,GB,51.6553,-0.396,53.42,89,75,11.5,broken clouds
601,Birao,CF,10.2849,22.7882,75.61,27,72,5.61,broken clouds
602,Dawson Creek,CA,55.7666,-120.2362,11.84,85,90,8.05,light snow
603,Marzuq,YE,14.4,46.4667,58.41,40,0,1.83,clear sky
604,Aksarka,RU,66.5606,67.7975,-6.16,100,85,1.9,overcast clouds
605,Waipawa,NZ,-41.4122,175.5153,54.93,94,100,8.32,overcast clouds
606,Itarema,BR,-2.9248,-39.9167,83.59,67,18,18.03,few clouds
607,Pasighat,IN,28.0667,95.3333,58.53,61,49,3.6,scattered clouds
608,Souillac,MU,-20.5167,57.5167,79.18,69,20,8.05,few clouds
609,Adrar,MR,20.5022,-10.0711,71.17,14,48,10.96,scattered clouds
610,Atasu,KZ,48.6814,71.6433,17.44,95,100,11.9,overcast clouds
611,Sembabule,UG,-0.0772,31.4567,66.06,78,100,6.26,overcast clouds
612,Nome,US,64.5011,-165.4064,-7.53,55,1,8.05,clear sky
613,Mecca,SA,21.4267,39.8261,74.07,64,66,2.66,broken clouds
614,Krapivinskiy,RU,54.9992,86.8133,1.04,100,100,2.15,overcast clouds
615,Beasain,ES,43.0502,-2.2009,51.04,89,40,6.42,scattered clouds
616,Bardsir,IR,29.9227,56.5743,32.05,45,0,2.53,clear sky
617,Barroquinha,BR,-3.0189,-41.1361,87.58,64,32,13.91,scattered clouds
618,Grafton,US,42.207,-71.6856,46.65,42,1,5.99,clear sky
619,Kazerun,IR,29.6195,51.6541,55.44,35,0,1.19,clear sky
620,Bethanien,NA,-26.502,17.1583,74.73,22,0,12.26,clear sky
621,Sydney,AU,-33.8679,151.2073,62.31,75,75,7.0,broken clouds
622,Seddon,AU,-37.8068,144.8916,67.77,83,0,4.61,clear sky
623,Fare,PF,-16.7,-151.0167,80.74,74,94,10.89,light rain
624,Opotiki,NZ,-38.0833,177.2833,64.38,96,100,3.53,overcast clouds
625,Saraland,US,30.8207,-88.0706,59.81,60,52,5.17,broken clouds
626,Erzin,TR,36.9559,36.2,59.52,54,100,8.57,overcast clouds
627,Oistins,BB,13.0667,-59.5333,80.69,89,75,16.11,broken clouds
628,Preobrazheniye,RU,42.9019,133.9064,15.78,57,11,16.26,few clouds
629,Chichihualco,MX,17.6833,-99.65,78.44,37,29,4.83,scattered clouds
630,Smithers,CA,54.7804,-127.1743,10.72,92,20,4.61,few clouds
631,Batagay,RU,67.6333,134.6333,-40.67,100,97,1.63,overcast clouds
632,San Patricio,US,28.017,-97.5169,64.81,30,0,5.68,clear sky
633,Mayumba,GA,-3.432,10.6554,76.75,90,80,2.73,broken clouds
634,Balabac,PH,7.9868,117.0645,81.52,82,78,15.19,moderate rain
635,Okhotsk,RU,59.3833,143.3,-0.92,76,100,18.14,overcast clouds
636,Rio Grande,BR,-32.035,-52.0986,86.11,67,0,16.53,clear sky
637,Lixourion,GR,38.2019,20.4314,54.95,67,98,22.59,overcast clouds
638,Boa Vista,BR,2.8197,-60.6733,85.98,66,75,9.22,broken clouds
639,Hannibal,US,39.7084,-91.3585,53.83,25,1,13.8,clear sky
640,Touros,BR,-5.1989,-35.4608,86.9,70,10,14.63,clear sky
641,Valdemarpils,LV,57.3707,22.5919,31.42,96,77,4.63,broken clouds
642,Rincon De La Victoria,ES,36.7172,-4.2758,61.84,60,0,5.68,clear sky
643,Taperoa,BR,-7.2075,-36.8267,91.35,24,19,11.41,few clouds
644,Mahibadhoo,MV,3.7833,72.9667,81.43,77,100,8.72,overcast clouds
645,Benguela,AO,-12.5763,13.4055,78.51,80,77,6.17,broken clouds
646,Datong,CN,40.0936,113.2914,20.21,36,0,4.72,clear sky
647,Sangmelima,CM,2.9333,11.9833,73.63,55,90,1.61,overcast clouds
648,Tchollire,CM,8.4022,14.1698,76.46,21,79,0.22,broken clouds
649,Flin Flon,CA,54.7682,-101.865,6.64,85,90,2.3,overcast clouds
650,Tanout,NE,14.9709,8.8879,69.85,11,43,11.14,scattered clouds
651,Rocha,UY,-34.4833,-54.3333,77.85,56,51,14.0,broken clouds
652,Saint-Francois,FR,46.4154,3.9054,44.47,92,90,0.0,overcast clouds
653,Casselman,CA,45.3168,-75.0826,43.43,36,7,11.5,clear sky
654,Ulladulla,AU,-35.35,150.4667,57.78,80,4,3.02,clear sky
655,Lazaro Cardenas,MX,17.9583,-102.2,85.66,62,6,7.9,clear sky
656,Cururupu,BR,-1.8283,-44.8683,84.69,67,86,6.17,overcast clouds
657,Tanete,ID,-3.9443,119.7848,75.99,94,100,3.38,overcast clouds
658,Tashara,RU,55.5195,83.5094,-2.67,99,100,5.82,overcast clouds
659,Stephenville,US,32.2207,-98.2023,61.92,23,1,9.22,clear sky
660,Kondinskoye,RU,59.6481,67.41,15.64,86,94,10.63,overcast clouds
661,Roseburg,US,43.2165,-123.3417,49.66,75,75,8.05,broken clouds
662,Ligayan,PH,4.6533,119.4706,82.2,76,91,4.5,overcast clouds
663,Komsomolskiy,UZ,40.4272,71.7189,36.32,55,10,2.3,haze
664,Tabas,IR,33.5959,56.9244,49.93,38,38,3.65,scattered clouds
665,Abha,SA,18.2164,42.5053,53.42,35,0,4.61,clear sky
666,Pringsewu,ID,-5.3582,104.9744,73.31,97,99,2.68,overcast clouds
667,Aguimes,ES,27.9054,-15.4461,63.23,72,20,12.66,few clouds
668,Kharan,PK,28.5833,65.4167,53.96,18,5,7.34,clear sky
669,Lumeje,AO,-11.55,20.7833,69.6,80,100,3.51,light rain
670,Joshimath,IN,30.5667,79.5667,42.6,38,100,6.51,overcast clouds
671,Clermont,FR,49.5,2.4167,50.02,93,46,7.14,scattered clouds
672,Banda Aceh,ID,5.5577,95.3222,78.04,84,17,11.07,few clouds
673,Minna,NG,9.6139,6.5569,85.71,35,0,4.61,clear sky
674,Coahuayana,MX,18.7333,-103.6833,87.28,54,35,6.8,scattered clouds
675,Muros,ES,42.7762,-9.0603,54.1,94,89,4.56,overcast clouds
676,Cockburn Town,TC,21.4612,-71.1419,82.36,69,40,11.5,scattered clouds
677,Novyy Urgal,RU,51.0736,132.5642,-8.81,98,99,2.08,overcast clouds
678,Novikovo,RU,51.1537,37.8879,30.02,64,100,12.46,overcast clouds
679,Juneau,US,58.3019,-134.4197,28.45,88,90,4.61,light snow
680,Jinchang,CN,38.4953,102.1739,23.43,34,0,4.07,clear sky
681,Casa Nova,BR,-9.4167,-41.1333,89.58,41,95,11.74,overcast clouds
682,Hajos,HU,46.3986,19.1206,36.07,86,100,16.28,light rain
683,Shakiso,ET,5.75,38.9167,56.37,66,100,4.52,overcast clouds
684,Vanavara,RU,60.34,102.2797,-35.84,99,31,3.44,scattered clouds
685,Port Hardy,CA,50.6996,-127.4199,39.76,100,90,10.36,light shower snow
686,Syedove,UA,47.0768,38.156,35.01,71,100,26.53,light snow
687,Pouebo,NC,-20.4,164.5667,77.13,88,100,8.48,overcast clouds
688,Brownwood,US,31.7093,-98.9912,64.4,18,1,12.66,clear sky
689,Douala,CM,4.0483,9.7043,82.31,83,20,2.3,few clouds
690,Akureyri,IS,65.6835,-18.0878,40.93,70,20,12.66,few clouds
